0343 0000021C
08C1 D010A911
08C2 11CFC181
08C3 D8868828
08C4 659F7C52
08C5 AC72D476
08C6 6807C6BA
08C7 F00D1110
08C8 BCFE459A
08C9 CB2D8852
08CA DA3BE517
08CB 1FFAC645
08CC 166B83B7
08CD 0055B763
08CE CAB2AB9E
08CF D1C0DD8D
08D0 F45A7DBF
08D1 F98FF059
08D2 006309B6
08D3 9133BEF8
08D4 9D2226E9
08D5 DDCDF0BA
08D6 68CA9432
08D7 93F997CA
08D8 51945A79
08D9 D373F32B
08DA 42F2CE08
08DB 5B0DA4B4
08DC B8F214C9
08DD F36284F4
08DE 313B538B
08DF 2761EF85
08E0 98507BD2
08E1 4D686A84
08E2 B508F019
08E3 ED1F02A1
08E4 24510801
08E5 7D475B64
08E6 9133D184
08E7 209D0429
08E8 0C492F5F
08E9 70B08CB6
08EA C5163181
08EB B7A186F3
08EC 10753C0F
08ED 6380A08B
08EE 6AB4393B
08EF A956D1A4
08F0 6B0B8EA9
08F1 E751CF90
08F2 DF15A0EA
08F3 C670EEE6
08F4 FD75BDD6
08F5 BCC0B1E8
08F6 1DE4D51B
08F7 BC879BE7
08F8 E1C88C37
08F9 EB445FD8
08FA EB1A51AE
08FB F36A1A31
08FC 8901A354
08FD 77E26EC0
08FE 4D7DD7AF
08FF 237181D2
0900 C2A52427
0901 CC7773EB
0902 2E5F29A7
0903 231790EC
0904 C275CEFE
0905 E6F03940
0906 0E2681B4
0907 83A119C9
0908 1EE30463
0909 430BC6DA
090A E4BC5B4A
090B 3012CEB2
090C E3023D57
090D 48523D82
090E 11A8BBBB
090F B4F253BC
0910 D7A1AFE2
0911 9256C9FF
0912 B08AACB1
0913 0CC2E4E7
0914 C6EA7045
0915 B7A5D3EF
0916 907C82FA
0917 9806D7CC
0918 34D7E9F0
0919 9038407E
091A 1F2630E1
091B 4D933C3E
091C CA4F896F
091D 0C96FBA4
091E E83F9283
091F D83A14AA
0920 C4ADC691
0921 7A5E61AC
0922 75F93CCC
0923 28FFFD5E
0924 847015E0
0925 906C023F
0926 965811BA
0927 EB28E2D9
0928 392A8693
0929 28CE04AF
092A 12CD81BC
092B DBE3D779
092C 658C44BC
092D 68E3F1AF
092E 57D081E2
092F DEB27E4A
0930 928BD11B
0931 7EEB30B1
0932 809EF170
0933 392A49A1
0934 95A04259
0935 6B80C82A
0936 E11873F1
0937 7A757F5D
0938 ECE67B41
0939 4BB98F8B
093A 122E8C7F
093B 8D5F779B
093C F3664DA3
093D 4DEED552
093E DC8DB238
093F D04460AF
0940 91C0CBD3
0941 B17D9EF9
0942 EB9BB3F8
0943 CAF8986B
0944 931A0597
0945 82245907
0946 C39C1E27
0947 8C7F4662
0948 94AB396A
0949 E4AA1F10
094A 48410FCA
094B 7E5813A6
094C 203FC3FF
094D F35029C6
094E 492EF03D
094F 03504E40
0950 63BA63CF
0951 079A2D34
0952 BBE8195B
0953 0A6C5E98
0954 9036F20A
0955 CFEC8434
0956 FD0D0DE1
0957 50F0DBDD
0958 597A00EA
0959 1B738451
095A 45ECFDAE
095B 253C145A
095C 921574A1
095D 33AB8D33
095E B9508065
095F 858055CF
0960 46E324B6
0961 E3CC504A
0962 66E1D7B3
0963 A25E0DE3
0964 4F49BBE8
0965 D305E53F
0966 436F5B89
0967 C0EC250B
0968 7324727C
0969 FA14C0F5
096A 0D3BE9F7
096B 919F2A6C
096C DBF1F600
096D 6C638CD9
096E 14D1A8CA
096F 715B23FF
0970 10B34895
0971 DE489863
0972 1A2067D0
0973 DD7D7BA2
0974 8A303485
0975 274F6B40
0976 86524ED0
0977 16B2AAC2
0978 01E735AE
0979 81979D5F
097A E9D4600D
097B 5523D0F6
097C B347A3AE
097D 65D9F0F0
097E F258C7EF
097F 40ACE515
0980 12859604
0981 1129E295
0982 398D452E
0983 ACB3E7FC
0984 1D2A2712
0985 B27B0308
0986 CE9FBFED
0987 C4E2C81A
0988 5540A3CC
0989 B3BE5504
098A 51BDADD5
098B 96555F58
098C ABB9F6E2
098D 890D7F99
098E 9B39DC73
098F D1ACEE5B
0990 AAD5ACC2
0991 878B3E2C
0992 C2C9FC15
0993 EB915045
0994 73E83BDD
0995 0BF4D79C
0996 6243D150
0997 31B8FB39
0998 6F154973
0999 5C00810D
099A 06F3B575
099B 387822E5
099C E50B0636
099D 56EB02A4
099E 7CB9DE43
099F E2022C92
09A0 9FADEC3D
09A1 6DE0FD99
09A2 B04E1992
09A3 A41AA6F0
09A4 F76E7A14
09A5 65B002DD
09A6 87EC59D2
09A7 CC853E6B
09A8 C68B45F0
09A9 4E701C71
09AA 9B6AE043
09AB EF894A23
09AC E04CEF33
09AD BD09A09C
09AE 871CF087
09AF 642FC2C8
09B0 A0C91830
09B1 12796219
09B2 9501013C
09B3 52160276
09B4 2EF913AF
09B5 ADD6DB76
09B6 11EDDA03
09B7 A3E0B9C2
09B8 D9C61AFF
09B9 7CF53D75
09BA 87905EE8
09BB 9B7438A6
09BC C80AA825
09BD D92673AB
09BE 24D7A3D9
09BF 9F7D9888
09C0 F66D8698
09C1 7E4F076C
09C2 263C7AC2
09C3 482940C9
09C4 813D2988
09C5 53FBE5BB
09C6 EA9E6EFE
09C7 6AA8F37A
09C8 4DE5627F
09C9 B98315B5
09CA A03BB9AD
09CB C5E0A300
09CC 0DA70C7D
09CD 0005153A
09CE 19B4D036
09CF 7354C730
09D0 6900CD93
09D1 6AA95EFB
09D2 43756CDC
09D3 2552ED5D
09D4 3C83E1B6
09D5 69FBE191
09D6 CA78E112
09D7 074A10DD
09D8 844F1D50
09D9 53263278
09DA 21E318C1
09DB 5C009244
09DC 52E26FF4
09DD 90E43D24
09DE 0B2DBDDC
09DF 9CF5536A
09E0 6C60AE66
09E1 62F7E807
09E2 5BE2DBF2
09E3 EFBCE9B8
09E4 E5606C7B
09E5 D1C85E13
09E6 75C1113B
09E7 70AABE97
09E8 FC01BA6B
09E9 405875B4
09EA 01A10F17
09EB 766CD934
09EC B69DB8A4
09ED 0E299A11
09EE 9087BFCE
09EF DE8621B0
09F0 B6CCA57A
09F1 7442ECF6
09F2 F4E998EA
09F3 8468EE85
09F4 0D16C953
09F5 857B36F6
09F6 8C80470D
09F7 3041BAAC
09F8 EB9C58F4
09F9 4F6BEBB8
09FA 861819FC
09FB 85E1FB40
09FC 8AEEA78D
09FD 263509A5
09FE E3BF1F5A
09FF 5E1AA954
0A00 89702DCC
0A01 473AEDEE
0A02 99018701
0A03 6C72AE34
0A04 4EA0C5CC
0A05 AB1F2600
0A06 F47DEE71
0A07 AA04C4AB
0A08 3BEE196D
0A09 0C45CA64
0A0A 38FFA93E
0A0B 3509758F
0A0C 7A794A87
0A0D 115119FE
0A0E 81382335
0A0F C5BB1969
0A10 A5183267
0A11 A1191895
0A12 91429A0B
0A13 D38A1515
0A14 935F2D94
0A15 C3F64BB5
0A16 700C4EBC
0A17 FEF384A0
0A18 958947AB
0A19 8C11A0E9
0A1A 61EA135F
0A1B 4C703452
0A1C CC916902
0A1D 92CA9935
0A1E 8AB266EC
0A1F 6D85C351
0A20 CBD47B1C
0A21 5BBFE130
0A22 1DB62B44
0A23 E3D7774C
0A24 8A9FB533
0A25 C2948C7D
0A26 1B3DED6A
0A27 BE407D5F
0A28 E235D14C
0A29 B5DFE102
0A2A 3F678BEB
0A2B 4777737D
0A2C 7656E08A
0A2D 9149112F
0A2E 0E7E16EF
0A2F 4D62D7A5
0A30 5E02C023
0A31 96ACFDD8
0A32 B0CEF786
0A33 03E3B474
0A34 03848573
0A35 3A9E30A2
0A36 D347B25C
0A37 8CC0148B
0A38 FDA9E4B2
0A39 FA4717BB
0A3A A7643B15
0A3B 79FD069B
0A3C 68265063
0A3D EC76010B
0A3E 025ABB24
0A3F AAD862A3
0A40 38627077
0A41 DC71D2AC
0A42 4B16B46A
0A43 52E8CD21
0A44 56618FD2
0A45 26660760
0A46 F2FA86A4
0A47 66591E9E
0A48 16ED3BB6
0A49 23D6ECFD
0A4A 42FD2030
0A4B 79F82641
0A4C 47435543
0A4D 702F26BB
0A4E 6D1F5850
0A4F 5DD0F2E0
0A50 A4CB7074
0A51 174BB802
0A52 254A7FFC
0A53 7122CB99
0A54 2C7BDC96
0A55 CD52D3E4
0A56 9EACA0DE
0A57 7909D3CB
0A58 61F20BE3
0A59 501E39B0
0A5A 4B1909F8
0A5B 8CE3A097
0A5C C770C4F9
0A5D 1A3378AA
0A5E FEEA8681
0A5F 1D917700
0A60 164DA727
0A61 93D8DC61
0A62 0187823D
0A63 8311322C
0A64 A34E7557
0A65 F94E47DB
0A66 8484934E
0A67 1B9A5D35
0A68 09DFDB2A
0A69 CB436DD9
0A6A 1B5CDB90
0A6B 226CEC7F
0A6C 969110C8
0A6D 3A48B10F
0A6E 3F040179
0A6F 6A44961B
0A70 008F98BA
0A71 9AB63CB1
0A72 EB9173B8
0A73 8CB03631
0A74 37994911
0A75 68D46929
0A76 50608A29
0A77 2F922CA5
0A78 7E662E72
0A79 DDD430AC
0A7A D46784C5
0A7B 8A1A5710
0A7C E0A1B6AA
0A7D DBCD7435
0A7E 403BD761
0A7F E221DC53
0A80 A1BB6438
0A81 C7B2FAAF
0A82 EAE3ACCB
0A83 276CA22F
0A84 63A1AEF6
0A85 0DED2DA1
0A86 9811D7CC
0A87 CCAF2305
0A88 CEAC4AD1
0A89 1DF1408F
0A8A 4FAAF1DF
0A8B BA492D55
0A8C 9C8C9DFC
0A8D B64E9DB9
0A8E 42F5980E
0A8F 5372E97F
0A90 24D7026B
0A91 2214D0A4
0A92 890A7DDF
0A93 F85B51FA
0A94 4239D03C
0A95 5804230F
0A96 0DC2F118
0A97 6FBEAC6A
0A98 9EB26099
0A99 D1ACC1C3
0A9A 8CD8624C
0A9B 0B797A4F
0A9C E178F412
0A9D EEC4CCD3
0A9E E6F47F91
0A9F 4372E0BE
0AA0 0000B600
0AA1 00000446
0AA2 E8643236
0AA3 676738F8
0AA4 F86DB709
0AA5 FA46F340
0AA6 2AC46ADC
0AA7 FD6A4E8F
0AA8 743FD47B
0AA9 3DFB6D64
0AAA 2A3D90D6
0AAB 583F688B
0AAC 0F993C3E
0AAD 88344E0E
0AAE 64A8C484
0AAF 3B3DF9AB
0AB0 C60097DC
0AB1 73D21656
0AB2 6A6A8433
0AB3 EEF67E69
0AB4 30294596
0AB5 61B385FC
0AB6 A1328B3E
0AB7 E483B6DE
0AB8 8A4116EF
0AB9 06728BF1
0ABA C1B0BA43
0ABB F8E3CC0D
0ABC ADB0E9C7
0ABD A26DF59C
0ABE 4A5C047B
0ABF 98D88EFB
0AC0 F8E2FE5C
0AC1 20221044
0AC2 41612472
0AC3 2DAABC4B
0AC4 9F99D103
0AC5 87143AF8
0AC6 55CB8302
0AC7 8C44AF3C
0AC8 6F0626D5
0AC9 A02B0442
0ACA 9480E8B0
0ACB D7C2F46F
0ACC B0BBCF4D
0ACD 5B4708A8
0ACE 8BC40542
0ACF EC8F5555
0AD0 33B57729
0AD1 4FD37FE6
0AD2 9453EC44
0AD3 F054B905
0AD4 9B08904C
0AD5 210109D4
0AD6 FF0E4CFF
0AD7 2ADA37BB
0AD8 D0B856EC
0AD9 F8F45168
0ADA 308174E0
0ADB 5AFA70E6
0ADC 34F3A745
0ADD 80A3875F
0ADE 008E11A8
0ADF 2A946C48
0AE0 7E788E63
0AE1 DF575257
0AE2 8B371147
0AE3 E2BA4188
0AE4 AA20525D
0AE5 D6F145A9
0AE6 32532D56
0AE7 A7587685
0AE8 C0C0C4F0
0AE9 D71B1E30
0AEA 171D7A86
0AEB 5686DBF7
0AEC CE2FC973
0AED 6B9B5180
0AEE B6DD5707
0AEF FC6F5A45
0AF0 F7B9FE2C
0AF1 D1F2ED81
0AF2 95790D67
0AF3 9932CEAF
0AF4 C86F8368
0AF5 462786A7
0AF6 0F980465
0AF7 C73B02DB
0AF8 A6EC8C3E
0AF9 9FE6AB00
0AFA 71BF2491
0AFB 96040817
0AFC 4967740C
0AFD 2A825608
0AFE E12EA998
0AFF EFD558C7
0B00 9093415D
0B01 9BB3F315
0B02 F64DFBE4
0B03 F6F756AA
0B04 ECF275C9
0B05 34B53BF1
0B06 C5820DA0
0B07 C9F15881
0B08 A3A97489
0B09 9427B572
0B0A B8E6BDE1
0B0B 33321D24
0B0C 38A4DAD1
0B0D 63D9C6CB
0B0E FDD041F0
0B0F 44A9CEED
0B10 1553B634
0B11 43517E9F
0B12 8C5B7A98
0B13 7ED1A129
0B14 E543E8BF
0B15 A11A5DB1
0B16 CC1DF99B
0B17 982BFE4E
0B18 AF1FC95B
0B19 814F66A8
0B1A ACA2006E
0B1B 04E1EFB7
0B1C 46CCAAC7
0B1D 3A868E57
0B1E 2BA82750
0B1F 64F79BDB
0B20 122B3425
0B21 AE1918E9
0B22 2855B3E7
0B23 E7AD8EBF
0B24 8D956E2F
0B25 81284147
0B26 2A20A510
0B27 30B3B92E
0B28 056E30CA
0B29 23658A17
0B2A 82C05614
0B2B AA6AC664
0B2C 4FC9DB65
0B2D 78CD1A44
0B2E F09540D6
0B2F FCB19D24
0B30 490ADE89
0B31 27782291
0B32 EF741E74
0B33 2E7C3979
0B34 40614700
0B35 7FD80C1F
0B36 936DA4E0
0B37 175DD25B
0B38 D6585DE2
0B39 A9E6E7CB
0B3A 3F1F6034
0B3B 79DFA557
0B3C 3CF4B760
0B3D 5825F8E5
0B3E B5219429
0B3F 866856D4
0B40 4DAB17A4
0B41 934C133E
0B42 8C915ADB
0B43 F2EF6A31
0B44 BD754307
0B45 89B1F207
0B46 D0B9F4C4
0B47 20281AF5
0B48 7561EF8C
0B49 73E00D15
0B4A 5C199C90
0B4B 31CA629E
0B4C F7A2DF16
0B4D 15ED4749
0B4E C6EDA0EE
0B4F 250BE5BC
0B50 B25BA921
0B51 2B525DF3
0B52 C61B7C04
0B53 D1C2F41D
0B54 EE65E7F0
0B55 17C96144
0B56 84520EE2
0B57 7535DE25
0B58 414AC0DC
0B59 0D6A1CBD
0B5A 1119A99C
0B5B 5EC770E7
0B5C 1DA29C96
0B5D 8E55671F
0B5E BBE510E7
0B5F A7B66478
0B60 A22C392F
0B61 320122A4
0B62 30A3AAC6
0B63 CBB8748C
0B64 663E6C7A
0B65 F53E5CBA
0B66 A5E974D2
0B67 0EF50F15
0B68 CCB12982
0B69 EE011B1A
0B6A 9D753D21
0B6B 15117092
0B6C EC571B35
0B6D 89DD4FC2
0B6E 06385391
0B6F 57271192
0B70 97B9E76B
0B71 2FC6B4EA
0B72 11366EA1
0B73 24008758
0B74 2B2977AB
0B75 598C4FFB
0B76 B9C0B987
0B77 552C8470
0B78 F373D6FD
0B79 1E7609E6
0B7A 9AECC4D3
0B7B 9A77F3BE
0B7C 09250F69
0B7D 12C8A767
0B7E 7ED2405B
0B7F 8C38214A
0B80 38A0ACF0
0B81 E0599FB4
0B82 0960B70D
0B83 8B60B4D3
0B84 32A16869
0B85 1FDBB256
0B86 A533AEE6
0B87 B9A481DB
0B88 FA9F70DF
0B89 1031F23F
0B8A 4C68DDAF
0B8B 8D5ACD74
0B8C CDC3D877
0B8D C8E58979
0B8E 77C04F4B
0B8F 14CA01FF
0B90 BB55CA58
0B91 3394E24A
0B92 A97F5F64
0B93 4773B0CF
0B94 D406BDE5
0B95 929219C0
0B96 CE2210E4
0B97 66F0B831
0B98 01F89D0D
0B99 954BEFA6
0B9A 9DB69C04
0B9B AC238AC7
0B9C 73E81F2A
0B9D 872BAC15
0B9E 15B64700
0B9F CC149BAF
0BA0 67D0213B
0BA1 41798131
0BA2 F9BB8271
0BA3 8BDDB6B2
0BA4 D265A77D
0BA5 919DA18C
0BA6 B7071615
0BA7 FC489CDF
0BA8 A083BE7F
0BA9 E0D85199
0BAA C28C12A9
0BAB 3B6B4DB3
0BAC 9491E694
0BAD B09F1773
0BAE D3605925
0BAF 3B04612D
0BB0 A1E72AAF
0BB1 014A3EFF
0BB2 8C65B4BD
0BB3 00002892
0BB4 00000638
0BB5 77A2488F
0BB6 DF07865F
0BB7 4083F0F3
0BB8 615E6F36
0BB9 34473F48
0BBA 4EFB3248
0BBB F9041A46
0BBC 234211B8
0BBD 6AEDCECF
0BBE 4BE15192
0BBF 5208D2B6
0BC0 1592287F
0BC1 A84B40C8
0BC2 E63B0130
0BC3 B988E2B6
0BC4 3E8423DB
0BC5 DA96A0A6
0BC6 520C13B1
0BC7 4A581A1E
0BC8 3D4FBE53
0BC9 ABBB6FF6
0BCA E95F0790
0BCB 9CB2E47B
0BCC 2BEB3B20
0BCD 0DE730A6
0BCE A1BCFC36
0BCF 2090BC36
0BD0 9E59ED16
0BD1 DD56BC91
0BD2 BA33F1CC
0BD3 E27F05FB
0BD4 58495E06
0BD5 8B6B6FC0
0BD6 0B122B4A
0BD7 11078FDC
0BD8 2EA37882
0BD9 71421B03
0BDA 09FB2BFD
0BDB F83E2259
0BDC 6D502BB2
0BDD 02E9EE13
0BDE 4337EA33
0BDF B3B3A4BE
0BE0 FFAF72D1
0BE1 3FC74A58
0BE2 31BD75F8
0BE3 1D957D52
0BE4 05C329B5
0BE5 C5F4ABE6
0BE6 2191083F
0BE7 ACB426B1
0BE8 E0F86304
0BE9 4D8C46C4
0BEA F1A35D2E
0BEB C809B1B2
0BEC 4439E73D
0BED C7C3941A
0BEE 0546951D
0BEF 6DE5D691
0BF0 55EE0A85
0BF1 47209746
0BF2 6BBF0F00
0BF3 B991CA7D
0BF4 5E34ADD9
0BF5 CA7DD286
0BF6 9FD2595D
0BF7 B7412837
0BF8 2C340AB6
0BF9 6ADFE8E9
0BFA 5881509C
0BFB E915F352
0BFC A77B3317
0BFD E8A11388
0BFE 4F177B5E
0BFF 5C8447D3
0C00 606A6EB6
0C01 A3A309C2
0C02 39A6942E
0C03 AED31FF7
0C04 887BAC02
0C05 198D66AC
0C06 D7EA6A51
0C07 5C351E91
0C08 07A0D03C
0C09 FDB3C9F5
0C0A 0C3F4229
0C0B 2FFA4EF5
0C0C DF4A8523
0C0D 5B956948
0C0E 50FF0322
0C0F 7489DBED
0C10 4965CBAF
0C11 F8C2EEAD
0C12 659EAA4D
0C13 29C17231
0C14 93CF8726
0C15 0B23B3D3
0C16 EA80FC8D
0C17 6CEB6D8B
0C18 847D9BD7
0C19 88EC7C49
0C1A 02AF47D3
0C1B 527CA52A
0C1C A7CB9B2B
0C1D 6A9DEBF8
0C1E F73D7AFD
0C1F DD3D5FA5
0C20 1E38E710
0C21 4000C444
0C22 63C04878
0C23 B1C77D78
0C24 DB9F455D
0C25 D13F0992
0C26 AEFE6A62
0C27 3B793693
0C28 1FFF37E2
0C29 D5A2799A
0C2A E7619C22
0C2B 2A049B31
0C2C 8F521EB5
0C2D 02713E68
0C2E 4D4A8904
0C2F 51BAB577
0C30 960AF006
0C31 BD067254
0C32 61DB93F0
0C33 49A33DDB
0C34 5B860FBF
0C35 0662AD7E
0C36 EFE4B82E
0C37 E12651E9
0C38 2DD1397F
0C39 11DCAB19
0C3A A4E7364D
0C3B FEEC5050
0C3C 4D711793
0C3D B461F72D
0C3E 92B9173B
0C3F 3EDB2CE1
0C40 0ABCA4D7
0C41 115BCF28
0C42 3D93E452
0C43 7B5FE72F
0C44 0879399E
0C45 5DB37B38
0C46 219BAABF
0C47 9DE6D11D
0C48 4328EA41
0C49 B7C41660
0C4A AD98DEDC
0C4B 4D00901D
0C4C 21094936
0C4D 515C42A5
0C4E 27CABB7C
0C4F CE4865C4
0C50 F939B59B
0C51 133E4B62
0C52 EEDC2FF1
0C53 190E7A57
0C54 7DEBAC92
0C55 28ED305B
0C56 287FB134
0C57 70AC6272
0C58 D44F91E4
0C59 EB234BB5
0C5A 1E2052C7
0C5B 2168169F
0C5C 27F11889
0C5D CA052A01
0C5E F7D5C23B
0C5F 5BB53BBA
0C60 53ACC7B6
0C61 A1B29689
0C62 9D0EA35A
0C63 2BD42B8D
0C64 0962193B
0C65 0FECF21B
0C66 4C05B64E
0C67 1596FC09
0C68 397FD0C3
0C69 DDFAD260
0C6A 533E8970
0C6B 5D51F616
0C6C F8AD5563
0C6D FBAA2547
0C6E 0CBF9C6A
0C6F ABBE0BA5
0C70 8188016E
0C71 133BCAB9
0C72 52ED8AA3
0C73 C21DF733
0C74 7764B38A
0C75 0912010E
0C76 BF1E67CA
0C77 4307766E
0C78 0FB2DE22
0C79 5D09480D
0C7A 542380AD
0C7B C6E63E26
0C7C F837D165
0C7D 55A6945E
0C7E FBA4FD8A
0C7F 342C9A45
0C80 223BE643
0C81 D2E306AA
0C82 17D7B709
0C83 74BFBBCB
0C84 34EE37E0
0C85 E902A042
0C86 E3D15869
0C87 BAD8C591
0C88 34A979AD
0C89 9AA5ABCD
0C8A 137BA8CC
0C8B EF219219
0C8C F001919F
0C8D DA2E27E8
0C8E 1BF53BEA
0C8F 18282ABA
0C90 6870500D
0C91 D5098F0F
0C92 AAA53C03
0C93 4A4AA625
0C94 6EDEAC3B
0C95 0C129748
0C96 27C72403
0C97 DF1F2236
0C98 84F3B158
0C99 EEE00296
0C9A 68BBE19F
0C9B BDC1CCB8
0C9C D33ED4D0
0C9D 8853E327
0C9E 64D7CA56
0C9F DAE852B9
0CA0 87893C0B
0CA1 F5845D30
0CA2 77CB17FD
0CA3 4007ABEC
0CA4 E862F30B
0CA5 9EFC5C7E
0CA6 7B76D22B
0CA7 D4CB728A
0CA8 A1749B90
0CA9 9C6D3DC0
0CAA 6521993A
0CAB CE0953F8
0CAC 5408DE9B
0CAD 234C1E24
0CAE 3B4AC6BA
0CAF 8D96B998
0CB0 095B9C85
0CB1 1C27E807
0CB2 1F6E655D
0CB3 B835DEE7
0CB4 5D650598
0CB5 20BFD56E
0CB6 A4986F41
0CB7 9524230F
0CB8 A1AC4495
0CB9 500A2BCC
0CBA 036BE9D8
0CBB C3EED602
0CBC 321191E0
0CBD B0617EB2
0CBE 13E9CEA7
0CBF FE4A6ACA
0CC0 C279C885
0CC1 25640F0E
0CC2 3F7B867C
0CC3 FD9BF4EB
0CC4 76461085
0CC5 170FE932
0CC6 178026CE
0CC7 9F2EC74B
0CC8 136A2148
0CC9 71088717
0CCA 53377E41
0CCB 23792697
0CCC 629D9A49
0CCD 48730344
0CCE 00787CDC
0CCF 52417D01
0CD0 FDCC46C6
0CD1 B660777E
0CD2 7CB3A7DD
0CD3 BD7664E4
0CD4 6862B2B1
0CD5 50E1B4FC
0CD6 CF901B78
0CD7 EADD2715
0CD8 BA36337E
0CD9 2368695F
0CDA D116A75D
0CDB D6B8CD30
0CDC D474511B
0CDD 696F8917
0CDE 8406F398
0CDF BD607889
0CE0 3046CF73
0CE1 C2878873
0CE2 33BD48B4
0CE3 BB6AC515
0CE4 54FCCA76
0CE5 87486994
0CE6 679BE5AF
0CE7 9627358C
0CE8 F3CCBB13
0CE9 A7C2F308
0CEA 11CFC566
0CEB FADDB790
0CEC 40C7354E
0CED 0AC85904
0CEE 315A8A0F
0CEF EDD1ABA0
0CF0 74EE8DDB
0CF1 AF0BFB46
0CF2 8C375808
0CF3 3D1B1158
0CF4 0ED48620
0CF5 163A0BB0
0CF6 DA7859FA
0CF7 3E859308
0CF8 2BFD75F7
0CF9 E97897BE
0CFA 781214DA
0CFB 32C864B6
0CFC E6A48CFD
0CFD B9DCC694
0CFE 8D19B372
0CFF E8E30E56
0D00 B275005E
0D01 7361A941
0D02 0F651E93
0D03 4F105A03
0D04 707A8FDE
0D05 D0185413
0D06 688EFD9B
0D07 887DF50A
0D08 F75F859E
0D09 A198597E
0D0A F48FEF57
0D0B 314D1E36
0D0C F875C241
0D0D FCD1058F
0D0E 8667C303
0D0F 4971E013
0D10 91162872
0D11 EDBB0036
0D12 D2419881
0D13 79986BCF
0D14 F4C2F108
0D15 DAF3C9B5
0D16 B487C17C
0D17 DA548BD5
0D18 971481AD
0D19 63826EC4
0D1A D63BB3C1
0D1B A30E609B
0D1C 178C1A51
0D1D 2634BEB1
0D1E 4FFB05BA
0D1F 43892A56
0D20 0AC46D6F
0D21 8B063546
0D22 BC0E1C06
0D23 DF88D029
0D24 E8EA5303
0D25 EDDE6A62
0D26 D12D62C2
0D27 016224AE
0D28 6141F85D
0D29 ED0BCF9F
0D2A 5F358CD7
0D2B 46A9E1BA
0D2C 6DA61674
0D2D C7D36C4E
0D2E C0508199
0D2F 2D9763A4
0D30 325943BF
0D31 E0200F2A
0D32 DD5B7D02
0D33 730AB2E5
0D34 22C92D9F
0D35 0FBB6F1B
0D36 06E95EB7
0D37 09D2C39F
0D38 57400B92
0D39 42CB62CA
0D3A 0E470823
0D3B 7571BC72
0D3C 07A6B403
0D3D 06A4DDA5
0D3E 9EF4FD0B
0D3F 56EB2EDA
0D40 9FA02299
0D41 EF77362F
0D42 B9D4929A
0D43 00000983
0D44 8AA695A3
0D45 8C590D6B
0D46 889C042E
0D47 FA0535B8
0D48 F06C90A0
0D49 5509BB94
0D4A C17DE8E5
0D4B 08CDD35E
0D4C 70D1E880
0D4D 6FB9D8C6
0D4E C9CA3093
0D4F C1A30D05
0D50 D77069CC
0D51 DDBE8642
0D52 0829212C
0D53 91B461B8
0D54 AA10A7AC
0D55 1D4A6DC5
0D56 0645AD70
0D57 0ECA930A
0D58 744C5925
0D59 BEB42339
0D5A 3E46AB85
0D5B 1B060056
0D5C DA50A96E
0D5D 92F0441F
0D5E 1882906B
0D5F BA4FCA3B
0D60 A740C015
0D61 5FB1FBBF
0D62 DA5F4F58
0D63 B1D2E536
0D64 B821D08B
0D65 80B51B3B
0D66 20C82B59
0D67 7DFD30F5
0D68 4D7B1AAE
0D69 8F423B38
0D6A 71B3DD42
0D6B 9A59566D
0D6C B8FDE245
0D6D DA29AB88
0D6E D2DB69AA
0D6F 5CB29A76
0D70 C6ACA92C
0D71 38243408
0D72 9DC784A0
0D73 8897AE74
0D74 1CBB4C42
0D75 643E1648
0D76 3E5F5013
0D77 4904CF2F
0D78 8E3F996C
0D79 1A6D918B
0D7A 5E119ED7
0D7B 63CF719E
0D7C 7A12A180
0D7D 762330BC
0D7E E6194C9D
0D7F C8E0373A
0D80 5FAAAA62
0D81 BB4CE270
0D82 63AC5B50
0D83 BB8F754B
0D84 B3045F92
0D85 96028D1E
0D86 DD265CAC
0D87 1B3E4CE3
0D88 39BD1097
0D89 86A8190F
0D8A 72DB3DD6
0D8B C8C3E910
0D8C B0E1AC6D
0D8D 247B204C
0D8E 9BFBDC53
0D8F AF5104D2
0D90 C9B7092B
0D91 98C900B3
0D92 27F7AAA7
0D93 55747F4E
0D94 0011F8CA
0D95 4F50D55B
0D96 CB97F455
0D97 EFD667EC
0D98 CA6FE552
0D99 824DF7AD
0D9A 1527FF76
0D9B DF32AFDC
0D9C F95E5FCE
0D9D 732F0AE0
0D9E 113601EA
0D9F 7997150B
0DA0 416FABCF
0DA1 D091621C
0DA2 4BE9D633
0DA3 C4F5E3FD
0DA4 92ADF9C7
0DA5 70F7EA0B
0DA6 10F0245D
0DA7 9709EC5A
0DA8 2B113765
0DA9 A36E62ED
0DAA AC12F972
0DAB BE210C41
0DAC AAF7C8BC
0DAD B6BDDFBA
0DAE 876B8349
0DAF 580AA4C2
0DB0 5DAC17C0
0DB1 782FC987
0DB2 2B117909
0DB3 DA842BB1
0DB4 6D271D78
0DB5 2220ACFF
0DB6 380821CA
0DB7 1092A44C
0DB8 F4FD36C0
0DB9 E7786323
0DBA C5982652
0DBB 0AB5DB47
0DBC 3C1B047B
0DBD CB3DB4E5
0DBE EA32E171
0DBF CAFA83FA
0DC0 5445258E
0DC1 79895C3F
0DC2 06B6A088
0DC3 673DBE6D
0DC4 B29F7683
0DC5 308A62ED
0DC6 D58BD9A7
0DC7 0528732A
0DC8 DA6F9BB4
0DC9 9F9CA6AC
0DCA 2149D0E6
0DCB 3940EA98
0DCC D42D59D1
